scenario_id,territorial_target_type,territorial_target_id,controller_scenario_polity_id,control_status,source_confidence,source_id,source_ids,political_evidence_ids,boundary_feature_ids,historical_subject_ids,notes
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2b94ce61bb88a8,sp_5f0f4d8d4788,CONTROLLED,MEDIUM,hsrc_1405c6fc82b4,hsrc_1405c6fc82b4|hsrc_4ffa40da6904|hsrc_a01a2b3eef3d|hsrc_a7c2cd195764,hev_2e2dedf17bab|hev_614c3c7f6a31|hev_a0ddf76441c8|hev_c0a65bb47b7b|hev_f020c02e4625,hbf_ebfa1ff1171e,hsub_sardinia_main_island,land fragment of hsub_sardinia_main_island inside an OCEAN-majority hex; 7.534728 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2b98b0960712dc,sp_c8f0dcb42a96,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_a844d4767e20,hev_007d6bad0acf|hev_13364aa51fe0|hev_3b103df245e9,hbf_47682dfac78d,hsub_ireland_main_island,land fragment of hsub_ireland_main_island inside an OCEAN-majority hex; 4.459946 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2ba09a7b35d913,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 1.028081 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2bb238d5fd8215,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 0.021286 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2bc456c10dbb67,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 2.050965 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2bce064e5af1d4,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 0.053440 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2bd42523f9617e,sp_6b03622fc98a,CONTROLLED,MEDIUM,hsrc_7c6f3e8a56e3,hsrc_7c6f3e8a56e3|hsrc_a01a2b3eef3d,hev_528f625f3ed5|hev_c34b6560f482|hev_f53c6f33a49f,hbf_c455f25d6f49,hsub_great_britain_main_island,land fragment of hsub_great_britain_main_island inside an OCEAN-majority hex; 1.344083 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2be7b8577dc9bf,sp_c8f0dcb42a96,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_a844d4767e20,hev_007d6bad0acf|hev_13364aa51fe0|hev_3b103df245e9,hbf_47682dfac78d,hsub_ireland_main_island,land fragment of hsub_ireland_main_island inside an OCEAN-majority hex; 1.346703 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2bed138f4cd6c6,sp_6b03622fc98a,CONTROLLED,MEDIUM,hsrc_7c6f3e8a56e3,hsrc_7c6f3e8a56e3|hsrc_a01a2b3eef3d,hev_528f625f3ed5|hev_c34b6560f482|hev_f53c6f33a49f,hbf_c455f25d6f49,hsub_great_britain_main_island,land fragment of hsub_great_britain_main_island inside an OCEAN-majority hex; 2.860400 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2bef028d0022e5,sp_6b03622fc98a,CONTROLLED,MEDIUM,hsrc_7c6f3e8a56e3,hsrc_7c6f3e8a56e3|hsrc_a01a2b3eef3d,hev_528f625f3ed5|hev_c34b6560f482|hev_f53c6f33a49f,hbf_c455f25d6f49,hsub_great_britain_main_island,land fragment of hsub_great_britain_main_island inside an OCEAN-majority hex; 0.274040 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2c1513357e2ed5,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 0.709913 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2c5b3aed8371fd,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 1.687020 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2c6bf57e8ed3b7,sp_c8f0dcb42a96,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_a844d4767e20,hev_007d6bad0acf|hev_13364aa51fe0|hev_3b103df245e9,hbf_47682dfac78d,hsub_ireland_main_island,land fragment of hsub_ireland_main_island inside an OCEAN-majority hex; 0.384426 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2c7887a83ff4f4,sp_6b03622fc98a,CONTROLLED,MEDIUM,hsrc_7c6f3e8a56e3,hsrc_7c6f3e8a56e3|hsrc_a01a2b3eef3d,hev_528f625f3ed5|hev_c34b6560f482|hev_f53c6f33a49f,hbf_c455f25d6f49,hsub_great_britain_main_island,land fragment of hsub_great_britain_main_island inside an OCEAN-majority hex; 1.708153 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2c79f85b6fdbe2,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 0.003621 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2c837124f558b3,sp_6b03622fc98a,CONTROLLED,MEDIUM,hsrc_7c6f3e8a56e3,hsrc_7c6f3e8a56e3|hsrc_a01a2b3eef3d,hev_528f625f3ed5|hev_c34b6560f482|hev_f53c6f33a49f,hbf_c455f25d6f49,hsub_great_britain_main_island,land fragment of hsub_great_britain_main_island inside an OCEAN-majority hex; 3.103596 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2c99ae3602a705,sp_c8f0dcb42a96,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_a844d4767e20,hev_007d6bad0acf|hev_13364aa51fe0|hev_3b103df245e9,hbf_47682dfac78d,hsub_ireland_main_island,"land fragment of hsub_ireland_main_island inside an OCEAN-majority hex; 1.783360 km2 of authorised land; the same hex also holds unaudited land of another component, which is NOT part of this fragment and remains unowned"
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2c9c8bd7da5b44,sp_6b03622fc98a,CONTROLLED,MEDIUM,hsrc_7c6f3e8a56e3,hsrc_7c6f3e8a56e3|hsrc_a01a2b3eef3d,hev_528f625f3ed5|hev_c34b6560f482|hev_f53c6f33a49f,hbf_c455f25d6f49,hsub_great_britain_main_island,"land fragment of hsub_great_britain_main_island inside an OCEAN-majority hex; 0.200657 km2 of authorised land; the same hex also holds unaudited land of another component, which is NOT part of this fragment and remains unowned"
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2cae61cd370903,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 0.795055 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2ccad2b550d3fa,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 0.243127 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2ce0789e0d377e,sp_c8f0dcb42a96,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_a844d4767e20,hev_007d6bad0acf|hev_13364aa51fe0|hev_3b103df245e9,hbf_47682dfac78d,hsub_ireland_main_island,land fragment of hsub_ireland_main_island inside an OCEAN-majority hex; 1.226955 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2ce87db703a8e3,sp_c8f0dcb42a96,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_a844d4767e20,hev_007d6bad0acf|hev_13364aa51fe0|hev_3b103df245e9,hbf_47682dfac78d,hsub_ireland_main_island,land fragment of hsub_ireland_main_island inside an OCEAN-majority hex; 0.119495 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2cec5fbc0af2b4,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 0.128933 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2d14bb1c813f89,sp_6b03622fc98a,CONTROLLED,MEDIUM,hsrc_7c6f3e8a56e3,hsrc_7c6f3e8a56e3|hsrc_a01a2b3eef3d,hev_528f625f3ed5|hev_c34b6560f482|hev_f53c6f33a49f,hbf_c455f25d6f49,hsub_great_britain_main_island,land fragment of hsub_great_britain_main_island inside an OCEAN-majority hex; 0.611007 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2d16eade45b734,sp_6b03622fc98a,CONTROLLED,MEDIUM,hsrc_7c6f3e8a56e3,hsrc_7c6f3e8a56e3|hsrc_a01a2b3eef3d,hev_528f625f3ed5|hev_c34b6560f482|hev_f53c6f33a49f,hbf_c455f25d6f49,hsub_great_britain_main_island,land fragment of hsub_great_britain_main_island inside an OCEAN-majority hex; 3.946265 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2d17921e9d354e,sp_c8f0dcb42a96,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_a844d4767e20,hev_007d6bad0acf|hev_13364aa51fe0|hev_3b103df245e9,hbf_47682dfac78d,hsub_ireland_main_island,land fragment of hsub_ireland_main_island inside an OCEAN-majority hex; 2.498439 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2d24ff5236facb,sp_c8f0dcb42a96,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_a844d4767e20,hev_007d6bad0acf|hev_13364aa51fe0|hev_3b103df245e9,hbf_47682dfac78d,hsub_ireland_main_island,land fragment of hsub_ireland_main_island inside an OCEAN-majority hex; 0.140379 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2d2694858fbea7,sp_14ee92dede27,CONTROLLED,MEDIUM,hsrc_1405c6fc82b4,hsrc_1405c6fc82b4|hsrc_3a87623ff865|hsrc_585c749941c5|hsrc_a01a2b3eef3d,hev_2714e09703ae|hev_55f1634d1083|hev_6df0d3e8b767|hev_7695c809052d|hev_955d8d15d43d,hbf_f2169d1d26f9,hsub_sicily_main_island,land fragment of hsub_sicily_main_island inside an OCEAN-majority hex; 5.466577 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2d2c38e180b92e,sp_5f0f4d8d4788,CONTROLLED,MEDIUM,hsrc_1405c6fc82b4,hsrc_1405c6fc82b4|hsrc_4ffa40da6904|hsrc_a01a2b3eef3d|hsrc_a7c2cd195764,hev_2e2dedf17bab|hev_614c3c7f6a31|hev_a0ddf76441c8|hev_c0a65bb47b7b|hev_f020c02e4625,hbf_ebfa1ff1171e,hsub_sardinia_main_island,"land fragment of hsub_sardinia_main_island inside an OCEAN-majority hex; 0.515951 km2 of authorised land; the same hex also holds unaudited land of another component, which is NOT part of this fragment and remains unowned"
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2d331c021c8d37,sp_6b03622fc98a,CONTROLLED,MEDIUM,hsrc_7c6f3e8a56e3,hsrc_7c6f3e8a56e3|hsrc_a01a2b3eef3d,hev_528f625f3ed5|hev_c34b6560f482|hev_f53c6f33a49f,hbf_c455f25d6f49,hsub_great_britain_main_island,land fragment of hsub_great_britain_main_island inside an OCEAN-majority hex; 1.272542 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2d40e7d0078c52,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 0.067508 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2d6e71b31935d2,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,"land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 0.324021 km2 of authorised land; the same hex also holds unaudited land of another component, which is NOT part of this fragment and remains unowned"
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2da7438672d468,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 0.057093 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2dc04c261f8568,sp_c8f0dcb42a96,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_a844d4767e20,hev_007d6bad0acf|hev_13364aa51fe0|hev_3b103df245e9,hbf_47682dfac78d,hsub_ireland_main_island,land fragment of hsub_ireland_main_island inside an OCEAN-majority hex; 0.169719 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2dd8c5505f504f,sp_5f0f4d8d4788,CONTROLLED,MEDIUM,hsrc_1405c6fc82b4,hsrc_1405c6fc82b4|hsrc_4ffa40da6904|hsrc_a01a2b3eef3d|hsrc_a7c2cd195764,hev_2e2dedf17bab|hev_614c3c7f6a31|hev_a0ddf76441c8|hev_c0a65bb47b7b|hev_f020c02e4625,hbf_ebfa1ff1171e,hsub_sardinia_main_island,land fragment of hsub_sardinia_main_island inside an OCEAN-majority hex; 0.566972 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2de3e2b74f4530,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,"land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 1.813745 km2 of authorised land; the same hex also holds unaudited land of another component, which is NOT part of this fragment and remains unowned"
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2dec277cef9fdb,sp_6b03622fc98a,CONTROLLED,MEDIUM,hsrc_7c6f3e8a56e3,hsrc_7c6f3e8a56e3|hsrc_a01a2b3eef3d,hev_528f625f3ed5|hev_c34b6560f482|hev_f53c6f33a49f,hbf_c455f25d6f49,hsub_great_britain_main_island,land fragment of hsub_great_britain_main_island inside an OCEAN-majority hex; 4.636172 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2df0f4a81d60b3,sp_c8f0dcb42a96,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_a844d4767e20,hev_007d6bad0acf|hev_13364aa51fe0|hev_3b103df245e9,hbf_47682dfac78d,hsub_ireland_main_island,land fragment of hsub_ireland_main_island inside an OCEAN-majority hex; 3.644956 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2e0df254df7a66,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 0.112536 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2e11b695e5cf7c,sp_c8f0dcb42a96,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_a844d4767e20,hev_007d6bad0acf|hev_13364aa51fe0|hev_3b103df245e9,hbf_47682dfac78d,hsub_ireland_main_island,land fragment of hsub_ireland_main_island inside an OCEAN-majority hex; 5.013250 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2e29b181259b7d,sp_c8f0dcb42a96,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_a844d4767e20,hev_007d6bad0acf|hev_13364aa51fe0|hev_3b103df245e9,hbf_47682dfac78d,hsub_ireland_main_island,land fragment of hsub_ireland_main_island inside an OCEAN-majority hex; 4.286299 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2e3249dd14ea08,sp_c8f0dcb42a96,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_a844d4767e20,hev_007d6bad0acf|hev_13364aa51fe0|hev_3b103df245e9,hbf_47682dfac78d,hsub_ireland_main_island,"land fragment of hsub_ireland_main_island inside an OCEAN-majority hex; 0.019113 km2 of authorised land; the same hex also holds unaudited land of another component, which is NOT part of this fragment and remains unowned"
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2e4a2480626939,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 0.167025 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2e4cf07f56b45e,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,"land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 0.138255 km2 of authorised land; the same hex also holds unaudited land of another component, which is NOT part of this fragment and remains unowned"
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2e69070daab20e,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 0.505972 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2e737849798d84,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,"land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 0.250348 km2 of authorised land; the same hex also holds unaudited land of another component, which is NOT part of this fragment and remains unowned"
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2e94dcf522eb54,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,"land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 0.081992 km2 of authorised land; the same hex also holds unaudited land of another component, which is NOT part of this fragment and remains unowned"
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2eae5a7ca19abc,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 2.223328 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2ec4bda62d2f64,sp_6b03622fc98a,CONTROLLED,MEDIUM,hsrc_7c6f3e8a56e3,hsrc_7c6f3e8a56e3|hsrc_a01a2b3eef3d,hev_528f625f3ed5|hev_c34b6560f482|hev_f53c6f33a49f,hbf_c455f25d6f49,hsub_great_britain_main_island,land fragment of hsub_great_britain_main_island inside an OCEAN-majority hex; 4.928353 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2eceeb84bbefe3,sp_5f0f4d8d4788,CONTROLLED,MEDIUM,hsrc_1405c6fc82b4,hsrc_1405c6fc82b4|hsrc_4ffa40da6904|hsrc_a01a2b3eef3d|hsrc_a7c2cd195764,hev_2e2dedf17bab|hev_614c3c7f6a31|hev_a0ddf76441c8|hev_c0a65bb47b7b|hev_f020c02e4625,hbf_ebfa1ff1171e,hsub_sardinia_main_island,"land fragment of hsub_sardinia_main_island inside an OCEAN-majority hex; 4.835026 km2 of authorised land; the same hex also holds unaudited land of another component, which is NOT part of this fragment and remains unowned"
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2ef17be5c60aec,sp_c8f0dcb42a96,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_a844d4767e20,hev_007d6bad0acf|hev_13364aa51fe0|hev_3b103df245e9,hbf_47682dfac78d,hsub_ireland_main_island,"land fragment of hsub_ireland_main_island inside an OCEAN-majority hex; 0.550876 km2 of authorised land; the same hex also holds unaudited land of another component, which is NOT part of this fragment and remains unowned"
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2f005f820cca0f,sp_6b03622fc98a,CONTROLLED,MEDIUM,hsrc_7c6f3e8a56e3,hsrc_7c6f3e8a56e3|hsrc_a01a2b3eef3d,hev_528f625f3ed5|hev_c34b6560f482|hev_f53c6f33a49f,hbf_c455f25d6f49,hsub_great_britain_main_island,land fragment of hsub_great_britain_main_island inside an OCEAN-majority hex; 4.662775 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2f171a6bc4e1f3,sp_44c79eb0f89c,CONTROLLED,MEDIUM,hsrc_a01a2b3eef3d,hsrc_a01a2b3eef3d|hsrc_c8be7c4cd248|hsrc_d29599d7a12a,hev_2085f8093e4d|hev_72ed3d75f1e2|hev_80a687b7f01f|hev_fb366d0999ce,hbf_bfe66730723e,hsub_iceland_main_island,land fragment of hsub_iceland_main_island inside an OCEAN-majority hex; 0.002844 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2f1c119a9a1940,sp_6b03622fc98a,CONTROLLED,MEDIUM,hsrc_7c6f3e8a56e3,hsrc_7c6f3e8a56e3|hsrc_a01a2b3eef3d,hev_528f625f3ed5|hev_c34b6560f482|hev_f53c6f33a49f,hbf_c455f25d6f49,hsub_great_britain_main_island,land fragment of hsub_great_britain_main_island inside an OCEAN-majority hex; 0.713069 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2f1f774fbc2e7f,sp_6b03622fc98a,CONTROLLED,MEDIUM,hsrc_7c6f3e8a56e3,hsrc_7c6f3e8a56e3|hsrc_a01a2b3eef3d,hev_528f625f3ed5|hev_c34b6560f482|hev_f53c6f33a49f,hbf_c455f25d6f49,hsub_great_britain_main_island,land fragment of hsub_great_britain_main_island inside an OCEAN-majority hex; 4.964983 km2 of authorised land
seven_years_war_1756_08_01,LAND_FRAGMENT,lfr_2f30414a5df934,sp_6b03622fc98a,CONTROLLED,MEDIUM,hsrc_7c6f3e8a56e3,hsrc_7c6f3e8a56e3|hsrc_a01a2b3eef3d,hev_528f625f3ed5|hev_c34b6560f482|hev_f53c6f33a49f,hbf_c455f25d6f49,hsub_great_britain_main_island,land fragment of hsub_great_britain_main_island inside an OCEAN-majority hex; 0.002119 km2 of authorised land
