land_fragment_id,parent_hex_id,land_subject_or_component_id,canonical_water_type,is_terrestrial_hex,land_area_km2,land_fraction_of_hex,geometry_sha256,geometry_source,identity_algorithm_version
lfr_47e30d8bda402c,h6000_q-000639_r+001337,hsub_great_britain_main_island,OCEAN,False,2.918070374,0.255579,9cea1ae96289298b7994b3f399e80b6ed37187a6327f7d985f810b5ad084737e,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_e6e856fa449300,h6000_q-000665_r+001338,hsub_great_britain_main_island,OCEAN,False,3.833727255,0.351028,4f79c28b6322a630dce04371dfb8c2ce089dca722c848c01f747d8bc807d4bba,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_1557a24cfcf272,h6000_q-000664_r+001338,hsub_great_britain_main_island,OCEAN,False,0.000303202,0.003179,6599f9ece1d6392c90bfe79f7947451af3f205b86fef91b4eaf72cd919c4f439,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_3ad2391201a4e4,h6000_q-000663_r+001338,hsub_great_britain_main_island,OCEAN,False,0.158899282,0.01393,b1b12eef157ccaa0a521bebded61d54932ad8e902c0e35e646ae08315681908a,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_55fa5b9276bdd7,h6000_q-000662_r+001338,hsub_great_britain_main_island,OCEAN,False,1.885979676,0.165394,7218e6690690f86528003d33ee18aa08ef129267ab73178ae477c059689b1215,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_05fb567214ede2,h6000_q-000666_r+001339,hsub_great_britain_main_island,OCEAN,False,4.22423158,0.373269,63d6d40596326cb84664f2183c7cee4e48d9359f0aad3aae7cb3cef6a7459c06,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_c54dc81d44eb85,h6000_q-000642_r+001339,hsub_great_britain_main_island,OCEAN,False,2.439391752,0.214204,e58b453bdfccfcc9cdc6d7b77752c5276e94ab9b361d80dd85419ebc11a1ec0f,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_ac16d1cc7dbcda,h6000_q-000667_r+001340,hsub_great_britain_main_island,OCEAN,False,1.509402237,0.135924,7dfc795135b4242f616187b67b59178234fc8d77bc13a0629a5fabc3e6ec04dd,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_ea26f6be753605,h6000_q-000662_r+001340,hsub_great_britain_main_island,OCEAN,False,0.31627272,0.027809,f6b65d63b30354959ffba850611be607dc86684673fb7da2aec89d8b7f361971,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_226d2c7bfe77da,h6000_q-000643_r+001340,hsub_great_britain_main_island,OCEAN,False,0.095163732,0.008367,05783a7e23d9430adf3e52eb13154a3a00dc551951ddbff4946006af9e4b8a62,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_82d1526cdde0cd,h6000_q-000669_r+001341,hsub_great_britain_main_island,OCEAN,False,1.112976389,0.178892,1669a228e07e73e06aca66837d3ee5202ce7c9d8fe952669d938b9502eea28b1,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_068744ecdc5ffe,h6000_q-000662_r+001341,hsub_great_britain_main_island,OCEAN,False,1.739680586,0.153199,c00b6cdd78bfb228a0caee1ff70a93f0e18f2224f0845a43705d2bb58d9e90f7,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_96943307f89834,h6000_q-000645_r+001341,hsub_great_britain_main_island,OCEAN,False,1.298208584,0.114285,9b4346b22a6981d26338ccf9df3814373564e4e93338b786399fd8d3ec730638,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_27da4c0700d6bf,h6000_q-000669_r+001342,hsub_great_britain_main_island,OCEAN,False,0.664548099,0.063403,64fab82af31dc3170a6552ec96a7aba49d43336e51a6542d0e738324bf145a47,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_83d2b9814069ca,h6000_q-000662_r+001342,hsub_great_britain_main_island,OCEAN,False,4.08923816,0.360537,f8bc024b9f26d9c31e5583f8a98cdeac53b27da9bf062f98c2030b6107d250af,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_2985c7d9a9b1fe,h6000_q-000649_r+001342,hsub_great_britain_main_island,OCEAN,False,5.451898207,0.480622,d68c1f5c753c342cafb10695346cb0a49ba57005971612835d5a041ccfc6afaf,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_7fdb14619e8d37,h6000_q-000648_r+001342,hsub_great_britain_main_island,OCEAN,False,3.773843842,0.332666,c6875827b39497e70c7558dfed7b64474a221831737daddd4568a3cbfadd9f43,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_498ff997a3d224,h6000_q-000647_r+001342,hsub_great_britain_main_island,OCEAN,False,0.869357995,0.076626,d8bcf125b8f83699abb609795bfa0311247c4ae6e737158884a718c8745be364,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_19547263c8aed4,h6000_q-000669_r+001343,hsub_great_britain_main_island,OCEAN,False,1.573230738,0.139298,b2ff6efe4ab74cdf31da04d49ee5b8a7188a0900bed3c9b5efe555de423d4970,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_70198963762911,h6000_q-000662_r+001343,hsub_great_britain_main_island,OCEAN,False,1.79708855,0.158622,0a28cad1b07b05f29afa4a1c8ddf6a1ababfd19e42a03d511bb12819c99ecd59,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_01628d038cbf7a,h6000_q-000661_r+001343,hsub_great_britain_main_island,OCEAN,False,4.865713633,0.445831,481605392fe55bdd5303fdf59411f4f13ee4a1c99184c3f152c22e2432a443e8,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_4f9609246599eb,h6000_q-000660_r+001343,hsub_great_britain_main_island,OCEAN,False,5.02574967,0.446503,cc2d939f914c89de6abe1a6fc291212294d20a7e78d09bab94ef49c43b598803,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_924574664116c8,h6000_q-000656_r+001343,hsub_great_britain_main_island,OCEAN,False,4.963074608,0.464913,a2c862ec27e74d5a8b92173dc65ea7434511be5166897efed745253750a3efd8,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_8b63e83054f604,h6000_q-000655_r+001343,hsub_great_britain_main_island,OCEAN,False,0.150186117,0.347916,461552a9b236033b9979b3163dfce5061100b7e5d58e3e863616f684aa4a20a4,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_574741a1c267c0,h6000_q-000654_r+001343,hsub_great_britain_main_island,OCEAN,False,0.484484575,0.093057,cdfd9c927b0951250e525cd0423c9159170303aef5824ca3983a6a0a546079da,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_01bea099946352,h6000_q-000653_r+001343,hsub_great_britain_main_island,OCEAN,False,1.211600594,0.190456,2b09c290052e295dd616c951047e32993ad982adedf5cdd8fe68ee6e087c524c,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_c6ca4612c2eaa0,h6000_q-000652_r+001343,hsub_great_britain_main_island,OCEAN,False,1.458868089,0.14302,dcc024bd93484cf0af2d2fbc1c0def41410158056760556cf4f46af7029fcb52,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_13978d0884b562,h6000_q-000669_r+001344,hsub_great_britain_main_island,OCEAN,False,3.142026244,0.280286,cdd19919ff907cf249842dffd90e41a65837d3e645044648ebbf2ff7e7584008,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_65c28010bf9154,h6000_q-000668_r+001345,hsub_great_britain_main_island,OCEAN,False,0.633652708,0.056125,86660acfbe5e0b6e3ee0953e0aa35b77f2acdab9b94fb9b771b49856e1f183fe,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_514a3602bfb4d6,h6000_q-000668_r+001346,hsub_great_britain_main_island,OCEAN,False,4.208939439,0.373568,cf28d130b288acca6a8d8c0834153920d5a27ab9ab44304bb72c31568d2fdad4,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_5dc44fbcc66f80,h6000_q-000667_r+001347,hsub_great_britain_main_island,OCEAN,False,1.040027351,0.092337,c30475374e441f564a0424fd2c15d438db8718be032fe426fc99407b6deaa759,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_c57bc783949ac8,h6000_q-000668_r+001349,hsub_great_britain_main_island,OCEAN,False,5.266790824,0.468679,d31f340fb8e8c23aae66d4eeb19d0202bdca4ffb502fb05ab244748f0b5dcdf8,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_961dd791a54e7b,h6000_q-000668_r+001350,hsub_great_britain_main_island,OCEAN,False,0.308398001,0.027482,3457daf3790b080abbeb9210b9f0c30a9738f32e4b225f4d6a6d814136ee8eee,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_1992e7299f7649,h6000_q-000734_r+001353,hsub_great_britain_main_island,OCEAN,False,4.443884241,0.410724,3f61d82c0ba42537c6fa3c7a771660083def381a890f1e32612d13cf19cd3632,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_38583163640f71,h6000_q-000670_r+001353,hsub_great_britain_main_island,OCEAN,False,0.850599433,0.07607,f97ac53a749e74b556b06aa9eb3e99ed09e7eb7bad4e8788c97b9391ad1c066d,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_975ab1ced5f6bf,h6000_q-000750_r+001354,hsub_great_britain_main_island,OCEAN,False,0.755387773,0.067629,d0ac646182b55384b094b5d804c9514950bf993a196d123203c1dd854b595062,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_9a8a915ef3c46b,h6000_q-000736_r+001354,hsub_great_britain_main_island,OCEAN,False,4.719743094,0.422632,4bfed71a8049ce3aae39c9d527a371d9713e59156b388a5d4ee6e5e4876fb523,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_30f49c7d6230ba,h6000_q-000735_r+001354,hsub_great_britain_main_island,OCEAN,False,0.344047161,0.030826,59f0155e5e43df0d451a6c26abfd17b2cc7ce2871b749fce30544b88489482ed,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_41fd173cbc046d,h6000_q-000671_r+001354,hsub_great_britain_main_island,OCEAN,False,2.642357136,0.236626,9a87dd1edfba0eecc025b29e6d7e9a331d259fa87ab9835d98a10de92e32f8aa,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_c4e7c11b6195d5,h6000_q-000749_r+001355,hsub_great_britain_main_island,OCEAN,False,3.526792513,0.316324,76ba08e194953ef3851c5d1fb042d94fc9edd509a64ac149e66e2cd23f72ce31,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_c6a7134cfca1c3,h6000_q-000746_r+001355,hsub_great_britain_main_island,OCEAN,False,0.007511737,0.000673,923a38207f965dffb87b8018d093e27d55f9edbb9bd26fd95dfdaf9450d7f38c,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_23734265ada8a7,h6000_q-000745_r+001355,hsub_great_britain_main_island,OCEAN,False,0.040888777,0.003664,429b31aff344349a3fe573612c2ede8434bf86bada7b84d2453f0d1d01f46f75,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_fc043ad2846948,h6000_q-000744_r+001355,hsub_great_britain_main_island,OCEAN,False,0.283533395,0.025422,498f52318918e4c2722cd6d87c39c2d51e885648093fb456266e1b992a8625ff,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_f3530a4ca65a7e,h6000_q-000743_r+001355,hsub_great_britain_main_island,OCEAN,False,5.219026873,0.46793,d3d86da4e9869f823cd48d76644157471d1a4b1decec50c487c378f80b443f5f,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_debce1d68a373d,h6000_q-000737_r+001355,hsub_great_britain_main_island,OCEAN,False,0.718232067,0.064387,a6de68e8350bcef6b9d6731e1dd639fc5085fa2031e24c29360a07f02ebae0c6,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_484a1ee5f8f7d1,h6000_q-000731_r+001355,hsub_great_britain_main_island,OCEAN,False,0.051820199,0.004645,3e530b3811504edc08aeac3f0bb2204e05e656309b21fb39f3aaaf5c66080aca,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_bf0f4f6a5cc5da,h6000_q-000730_r+001355,hsub_great_britain_main_island,OCEAN,False,0.871289352,0.081085,de6f4ea96d7ad1808cd56c5d025e1f0f6d45baf4bcd229eb435a9055728a3232,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_70add04f9a28ef,h6000_q-000729_r+001355,hsub_great_britain_main_island,OCEAN,False,4.516091748,0.404913,7cc0918455d97cfd43676d232f5df7d4b4035e14dfc9973b6c41d3fdbaf853c0,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_40f302190fafc0,h6000_q-000672_r+001355,hsub_great_britain_main_island,OCEAN,False,3.304028155,0.296272,8e27c6e9f9d3a931aed430bc09857eac994e2be2cd4cfa2eb56d37a5f642a06f,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_3cb3fc6a990f4d,h6000_q-000750_r+001356,hsub_great_britain_main_island,OCEAN,False,2.101733163,0.188716,ae735816666488dbf8696ed3559a70b5a99a0e0b38075ee95b2b4edf8f49f745,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_a9683edc13fcf1,h6000_q-000749_r+001356,hsub_great_britain_main_island,OCEAN,False,2.375233927,0.213275,dadba8a173d9cd69acc4b9b92a1d90d2433e7ba9990491cb5e1a349136828631,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_6aab290f50e654,h6000_q-000748_r+001356,hsub_great_britain_main_island,OCEAN,False,0.547904465,0.04917,f506a8a9e284e18149651189cdea0d8194e08fc27737e6e48942d18f5f3954b7,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_228287aaa29da9,h6000_q-000743_r+001356,hsub_great_britain_main_island,OCEAN,False,4.9395e-05,4e-06,ec3c35e373364edae43950e28e1e3147da2e018d54b4a34f32edbc51bfd5aa5d,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_58c1511a13797d,h6000_q-000742_r+001356,hsub_great_britain_main_island,OCEAN,False,3.268602909,0.29341,6aefcb86ea0f6a4a7640c783fd3ccf8c116dbae434617eda26a1fc404f4772b3,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_c75a380b2de030,h6000_q-000739_r+001356,hsub_great_britain_main_island,OCEAN,False,2.270143165,0.203798,6a56af70fb2a3a2a92c0d679864a2609da42f5a82a7076e93971f31b086f59b6,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_ce7d2de6d7e593,h6000_q-000737_r+001356,hsub_great_britain_main_island,OCEAN,False,0.337097929,0.030282,180ee80e617c2f48ddef8f6e30958aae18422a4f6e2f7b4e98fe3439da6ac2ce,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_8d5048be360379,h6000_q-000732_r+001356,hsub_great_britain_main_island,OCEAN,False,2.393913728,0.215048,116612c1896e974dfa5041ab031503f7134b11b2cac4d27cd1f385031034b38a,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_dd9e3c67c223c2,h6000_q-000673_r+001356,hsub_great_britain_main_island,OCEAN,False,5.214272359,0.46818,fa4d025e24f8072561fad8d1230c69e145ce956b90509b8b19c635df079d9ec7,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_6535cb44737d16,h6000_q-000741_r+001357,hsub_great_britain_main_island,OCEAN,False,0.151464255,0.013609,6356b1d1992ca867362a860bb56310417ad03e18394a34c58831c61b3114b3e0,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_4e9d1441a54df4,h6000_q-000740_r+001357,hsub_great_britain_main_island,OCEAN,False,0.733770625,0.065942,c8dd7aa8b2a764552f13393e2967959fa06908c9b49f455f2043db107339f4f9,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_4277330cb086a0,h6000_q-000738_r+001357,hsub_great_britain_main_island,OCEAN,False,1.602528588,0.148373,82dea1d482a9c6033281cdf5ed50c384a75d927e1b3c07436d46af548cb676cf,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_b47ed128495c1d,h6000_q-000738_r+001359,hsub_great_britain_main_island,OCEAN,False,0.659384217,0.059419,47f48b8c5ade7bd90457bdd0f02f95839e01d5b8eb62a5c32ec78407a60ffe9e,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_e6645fffdaf3bf,h6000_q-000737_r+001360,hsub_great_britain_main_island,OCEAN,False,0.579226619,0.052509,3535dc30f5e3e6c9a08c687334717ef1ea2e5859365e60cc3fd306091175c0ce,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_68cfec8c4c1630,h6000_q-000677_r+001361,hsub_great_britain_main_island,OCEAN,False,0.576146012,0.052063,4480e5d257d0b6a99462d0760cc117676cf7f179dd9b302af0af9d0a93c87c8e,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_a3b6a812019a61,h6000_q-000738_r+001362,hsub_great_britain_main_island,OCEAN,False,2.944317194,0.266484,9eecac560030bf66e0d6b5778fd9b7f153b11e9d934fd4721e04740e6c3780a5,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_5b3959e0cc4d1c,h6000_q-000679_r+001362,hsub_great_britain_main_island,OCEAN,False,2.775011366,0.251062,8841f50b231a0b167939c51506b8667c539ad9875193f50adc72eaf0c0f23a01,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_84edb9f84e5974,h6000_q-000678_r+001362,hsub_great_britain_main_island,OCEAN,False,0.011013819,0.000996,39eacc92bbbf32f4e753cf93dba3120c99b38562c82e3a295f203db1d303e01f,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_0d1597bfa2d142,h6000_q-000739_r+001363,hsub_great_britain_main_island,OCEAN,False,2.912972539,0.264053,c8a337d9a63d44d8932c464b25bddf683254aabb3a0d7f5fc16abeada30f8185,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_a4072bfcb0ac07,h6000_q-000681_r+001363,hsub_great_britain_main_island,OCEAN,False,2.66806046,0.251077,b46fd97278bba0eeb51afaa8cb9907c7ccbf4d9f928b80427c545e8e7c32962b,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_349b4e036b9bd5,h6000_q-000680_r+001363,hsub_great_britain_main_island,OCEAN,False,0.049723347,0.004502,1ed413f545ce5fb5f6651f2906120df5be19f75d127879685d640b9055250556,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_a2c26140c275ba,h6000_q-000740_r+001364,hsub_great_britain_main_island,OCEAN,False,0.314224623,0.028507,12f54e3e33c15686eb50c4fbd55677564ab9a5cb4c29399e24ceae03e7301a52,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_c0a9de7f86d5c6,h6000_q-000682_r+001364,hsub_great_britain_main_island,OCEAN,False,0.605593642,0.054936,70b578619f7805209652e5dd88ed86bc29f5808f72ba35adaaff08783cee16cc,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_d9a6f646caa7b7,h6000_q-000740_r+001365,hsub_great_britain_main_island,OCEAN,False,1.941288972,0.176349,5a5033a233cd544362b8ac5cac4e383869fcaa819930e610e894cfd5bca6e85d,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_1e50a5385d3e70,h6000_q-000684_r+001365,hsub_great_britain_main_island,OCEAN,False,2.652893133,0.240939,af7bc40c7e5338c6ecd81dd9b946537a4aa5fcf3c861520aa733eee69ee39947,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_827137a85d7f26,h6000_q-000740_r+001366,hsub_great_britain_main_island,OCEAN,False,2.248047016,0.204483,da980d4319464b95d10efe2fc0722d8f7f4d51dbc3d51e25d1f0dec018a2a8cb,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_cb72221059b5c3,h6000_q-000684_r+001366,hsub_great_britain_main_island,OCEAN,False,0.508118043,0.046257,7d70d2f8fd3475927929b61b36fad9e611b9956d447c9fa22a190f63464f64d7,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_ba796287c83adf,h6000_q-000681_r+001366,hsub_great_britain_main_island,OCEAN,False,1.430043204,0.130152,03998db73a536ed0560cbde4a3e1bde870ea80d92aa2ab7c3e9a3aff163fb66a,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_aac44e333cb98e,h6000_q-000680_r+001366,hsub_great_britain_main_island,OCEAN,False,0.741162099,0.067433,b08616c4525a6fbe075ab2dd2c8fc36a951bfea5d4941a95f0aaabec86d5272e,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_13e3418ea138cd,h6000_q-000740_r+001367,hsub_great_britain_main_island,OCEAN,False,2.079468529,0.189377,ff9433ff55e87c2aee9adeb547a0adf95714e89d95225c715553dabec3d30f2d,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_269991c7227016,h6000_q-000687_r+001367,hsub_great_britain_main_island,OCEAN,False,1.743541584,0.158774,f48f0159cb1f9df0f04fa929d6c0428b1cea282cd8b6b0d10f3b79cd8bf84520,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_dde53adbcec944,h6000_q-000686_r+001367,hsub_great_britain_main_island,OCEAN,False,3.240035864,0.295244,a55951ac0d4d73b24c931a52d1e281193a9b0f29e4368065f1fe5b7bcc5912a1,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_fd342d19a02186,h6000_q-000683_r+001367,hsub_great_britain_main_island,OCEAN,False,4.839133649,0.44437,88b18fcf0ef94ff388c8f4f4b5704dcfb649627688440a09b0c37d85d16ee31c,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_f41d53d627c4aa,h6000_q-000681_r+001367,hsub_great_britain_main_island,OCEAN,False,4.064329087,0.370205,e4536bc9f7173d906dabf8c985cf96be539f8d4c9724163cf357bd712e9c22fd,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
lfr_11dce357b3e20f,h6000_q-000740_r+001368,hsub_great_britain_main_island,OCEAN,False,2.022410953,0.184444,108f30880234a165f5add37bf3f2e21ef1efcbd9cfe1a6a251e3d44ecdcd4e31,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
